Nx=24 Ny= 6  N_up=132
          62          82  -8.125504753276836E-004 -5.669425504477253E-021 
          62          83  4.701196052386793E-004 -2.011666083685836E-019 
          62          84  -1.456372850167126E-003 9.070684247295645E-020 
          62          85  -3.444553048609124E-004 -9.560927980956381E-020 
          62          86  -2.071379560080787E-004 -4.932403792275389E-020 
          62          87  -1.821406611609155E-004 1.521309888791795E-019 
          62          88  -2.453227052086024E-004 -1.173658480928019E-019 
          62          89  -2.992866782510657E-004 5.802423056131819E-020 
          62          90  -6.391683909125768E-004 1.843881138124034E-019 
          62          91  -7.589260182764719E-005 2.752966150063578E-020 
          62          92  1.446339951706479E-005 -8.576530816235485E-020 
          62          93  2.184207701450742E-005 9.523201140495950E-020 
          62          94  -8.319842768400269E-005 2.400027373026995E-019 
          62          95  -1.784460624366779E-004 -1.078013775807263E-018 
          62          96  -2.044432965075093E-004 -3.321214802813295E-018 
          62          97  -4.777541440627601E-005 -5.428861896520143E-020 
          62          98  -2.732187027768808E-004 -2.975225276300113E-019 
          62          99  -5.286073698635347E-005 -2.827152761989774E-020 
          62         100  -2.879942647924171E-005 -2.923367108156882E-020 
          62         101  -3.427201760578230E-005 -2.386691964581777E-020 
          62         102  -3.409166700464205E-005 -1.926126539939531E-019 
          62         103  -7.696282506713535E-005 -3.370218615144980E-020 
          62         104  -7.602200754669566E-005 1.920361147776156E-020 
          62         105  -4.351769375954973E-005 -1.314361615148562E-021 
          62         106  -8.968735215427714E-006 1.575370424278254E-020 
          62         107  -1.145370896530227E-005 -1.855670498876671E-020 
          62         108  -4.747729082563967E-005 5.034787549226273E-020 
          63          37  -2.982349394573194E-004 4.888437469549400E-020 
          63          38  -1.418214612419572E-004 5.877981512726682E-020 
          63          39  -3.031834200953574E-004 1.574807573499664E-020 
          63          40  -5.274504974316160E-004 -8.684935798435300E-020 
          63          41  -5.700052067866630E-004 1.057089084055402E-019 
          63          42  -5.578896235931491E-004 -2.177479236202381E-019 
          63          43  -1.543807236050174E-003 -2.687462533304182E-019 
          63          44  -1.496271196702138E-003 -1.361486076512087E-019 
          63          45  9.793496005111857E-004 1.052847869765903E-019 
          63          46  -2.325108392449016E-003 -5.154248090371365E-019 
          63          47  -2.409866810166949E-003 -1.259905472472704E-019 
          63          48  1.005350045166961E-003 1.404976283864024E-019 
          63          49  9.279635226336956E-004 -2.223043433104651E-019 
          63          50  -4.311275330321163E-003 -1.391014033309269E-018 
          63          51  2.394621766278391E-003 5.177756305558395E-019 
          63          52  5.329663349943499E-003 -6.625629393869332E-019 
          63          53  2.600940872151953E-003 -1.412521994747497E-018 
          63          54  -4.386428477481227E-003 2.410020897234481E-018 
          63          55  -4.348300957414475E-003 -2.813999088420063E-018 
          63          56  6.565852394478570E-003 3.609156978898057E-018 
          63          57  -7.838796632028359E-002 -1.157163353774032E-018 
          63          58  -7.874467913681291E-002 -1.041339663618120E-017 
          63          59  6.544039521013610E-003 -2.271233759875140E-018 
          63          60  -4.299322530315377E-003 -3.778268013699897E-018 
          63          61  3.023124374667969E-003 3.603067199897783E-018 
          63          62  -8.183414687891680E-002 -4.460504113707628E-018 
          63          63  0.470231794898925 -3.292113627049879E-017 
          63          64  -8.160170983281746E-002 5.576280904556369E-018 
          63          65  3.016036739634572E-003 2.587741883295960E-018 
          63          66  1.878977738673162E-003 1.544708315282842E-018 
          63          67  6.160668183544332E-003 -2.404186242544918E-018 
          63          68  -7.777549843621347E-002 -4.142784620822508E-018 
          63          69  -7.728165276129161E-002 -8.071548215640518E-018 
          63          70  6.097751726790022E-003 -1.699895283889999E-018 
          63          71  -3.537781471988211E-003 -9.040392666320094E-019 
          63          72  -3.557374869838119E-003 1.705191988998281E-018 
          63          73  2.346596547360885E-003 -1.602691896260737E-018 
          63          74  4.672650871411364E-003 -1.981461947711393E-019 
          63          75  2.192210795553885E-003 -3.709793288958694E-019 
          63          76  -3.398541427620011E-003 7.823599167221875E-020 
          63          77  -8.528783466494489E-005 1.667087871305030E-019 
          63          78  -3.450531317951035E-003 -1.094011248490123E-018 
          63          79  -1.585459959558135E-003 7.783570187948127E-020 
          63          80  -1.594143520127869E-003 1.682890569086009E-019 
          63          81  5.040919428723963E-004 3.805976960134839E-019 
          63          82  -7.984442966791085E-004 -2.075714808977236E-019 
          63          83  -8.188801175165456E-004 1.721099215570786E-019 
          63          84  5.183149562229535E-004 4.125165682635072E-019 
          63          85  -6.275171846318874E-004 5.706972847642584E-020 
          63          86  -3.170834706059883E-004 -6.849239469447107E-020 
          63          87  -2.259979803963978E-004 -3.576909602083727E-020 
          63          88  -1.846889879231728E-004 1.071749982314671E-019 
          63          89  -2.266426835937613E-004 -1.590619456195255E-019 
          63          90  -3.427040589788006E-004 1.375914153264837E-019 
          63          91  -2.069706483815380E-004 6.730555947455286E-020 
          63          92  -8.262391569082243E-005 6.755019739258285E-020 
          63          93  1.614865963356314E-005 6.688582427929680E-020 
          63          94  3.663366557901020E-006 9.184206041418727E-020 
          63          95  -7.972080595067437E-005 3.579441892458582E-019 
          63          96  -2.062044724456593E-004 4.381691048467975E-020 
          63          97  -3.584141834343829E-005 1.054444806415814E-019 
          63          98  -5.586986074901145E-005 2.165980457769316E-019 
          63          99  -2.714325544614233E-004 2.747606784427757E-019 
          63         100  -4.305998039061282E-005 3.993893861839162E-020 
          63         101  -3.460632796614903E-005 1.782542619050467E-020 
          63         102  -3.030316241672863E-005 -9.059072391227741E-019 
          63         103  -4.909030320002510E-005 -2.982123131974771E-021 
          63         104  -7.335923923747658E-005 -1.048341368157849E-020 
          63         105  -7.138496045198797E-005 -2.758059878056801E-020 
          63         106  -4.448519204443608E-005 3.399692817894548E-021 
          63         107  -9.553011405692891E-006 1.452095172383493E-020 
          63         108  -1.312354080425301E-005 -9.462534693483187E-021 
          64          37  -5.418780426555258E-004 -1.074449147484180E-019 
          64          38  -3.193479048641473E-004 -1.141102345529425E-019 
          64          39  -1.669430828830952E-004 7.319558507368591E-020 
          64          40  -3.037726319477324E-004 -1.046406822011111E-019 
          64          41  -5.412590061448913E-004 -4.246730710373184E-020 
          64          42  -6.095917976035269E-004 5.093563093324778E-020 
          64          43  9.735067726139635E-004 7.009555478322094E-019 
          64          44  -1.532698740386695E-003 -1.579261220443187E-019 
          64          45  -1.546865714610674E-003 1.114122114542609E-019 
          64          46  9.942331759346052E-004 4.731943002108655E-019 
          64          47  -2.373593568446476E-003 -6.795893767458882E-019 
          64          48  -2.347303932607074E-003 1.997271068083720E-019 
          64          49  -4.354730327070049E-003 -1.915112417970052E-018 
          64          50  1.006031371186314E-003 2.620221183796630E-019 
          64          51  -4.294590714181984E-003 4.258246959622049E-019 
          64          52  2.405211494629323E-003 6.010021382866201E-019 
          64          53  5.351216124131075E-003 -2.914346698376268E-019 
          64          54  2.561710369033106E-003 3.862748847128508E-018 
          64          55  -4.349314019667641E-003 -4.945254944116492E-018 
          64          56  -4.312972941257621E-003 6.855809589352995E-019 
          64          57  6.532028560820489E-003 2.404949145602027E-018 
          64          58  -7.818304467031052E-002 -5.989792518062447E-018 
          64          59  -7.882958878527330E-002 -1.771119259531580E-018 
          64          60  6.613172921470870E-003 2.021175327094133E-018 
          64          61  1.926771638330339E-003 -2.863028753530071E-018 
          64          62  3.024005766689558E-003 7.745609429938595E-019 
          64          63  -8.160170983281746E-002 5.576280904556369E-018 
          64          64  0.470247838306942 1.211662810683997E-017 
          64          65  -8.161930700965156E-002 -9.307984272371062E-018 
