Nx=24 Ny= 6 t= 0.000 J= 0.000 N_up=132 N_down=  0 M1= 3600 M2= ****
          62          53  -1.181465456148848E-003 -3.305875640572306E-019 
          62          54  -2.229734630213568E-003 -4.351773244905795E-019 
          62          55  1.992683867303660E-003 2.776916920387864E-018 
          62          56  -5.572220879779032E-002 -9.415926866522931E-019 
          62          57  -4.946731016080145E-002 5.058286289805888E-018 
          62          58  1.928734434728487E-003 2.000734801598842E-019 
          62          59  -8.115471704818526E-006 -6.069011944642414E-019 
          62          60  -4.325146386640202E-004 -1.186036692905848E-019 
          62          61  -6.867143265830793E-002 -5.989105207123163E-018 
          62          62  0.420922602036108 -5.013718048041889E-017 
          62          63  -6.369459347316994E-002 -1.007364788589762E-017 
          62          64  6.922167355739482E-004 -1.982021096688383E-018 
          62          65  4.132594138448025E-004 -1.511188141846489E-018 
          62          66  8.506775840270734E-004 -3.994938572294944E-019 
          62          67  -7.872781312276185E-002 1.850409801381689E-019 
          62          68  -6.870834311536603E-002 -1.150070979773215E-017 
          62          69  1.349596694214121E-003 1.097085858980618E-018 
          62          70  -1.365547783533544E-003 -9.391636874903939E-019 
          62          71  -1.593385234696798E-003 -2.436217727892857E-018 
          62          72  2.107970426583242E-003 -2.172327227451117E-018 
          62          73  1.879036310815622E-003 -1.901323971455616E-019 
          62          74  7.977746323789933E-004 -2.753484372357560E-020 
          62          75  -4.132242349817443E-004 4.926902352698156E-019 
          62          76  -2.121018304068116E-003 4.047592940102200E-019 
          62          77  -8.089465124525399E-004 -4.583331776369312E-019 
          62          78  4.492559635233976E-004 -7.585236347477478E-020 
          62          79  -7.508537111990534E-004 -2.789800500758427E-019 
          62          80  3.409179368257941E-004 -1.386789232405552E-019 
          62          81  3.492797489397516E-005 -1.494660846321168E-019 
          62          82  1.916904446803452E-004 -1.416226814965023E-019 
          62          83  1.803151189488658E-004 -1.111801977562825E-019 
          62          84  -6.818744597430014E-004 8.326969086179089E-020 
          62          85  1.480043388121029E-004 -2.091195935503782E-019 
          62          86  -5.715991918350220E-004 -7.691722700115870E-020 
          62          87  -2.030224915714808E-004 -6.015749695983226E-020 
          62          88  -2.108938571603326E-004 -7.688929055355172E-021 
          62          89  1.335078795296624E-004 -6.050980030525469E-021 
          62          90  -1.539756238688089E-003 2.272911168581902E-019 
          62          91  2.719151177968786E-005 4.752813560609037E-020 
          62          92  6.785005725292073E-005 -2.833734712921986E-020 
          62          93  5.327718113211276E-005 -2.134204022440269E-020 
          62          94  -1.316070981286015E-004 -2.312742223217588E-019 
          62          95  -4.029203007443524E-005 -8.810262728368243E-019 
          62          96  -1.258475111171114E-004 5.775107788063474E-019 
          62          97  -2.294682504238318E-004 -6.570422053175645E-020 
          62          98  -8.916977085650700E-004 2.776706794313753E-019 
          62          99  -7.713291695525358E-005 -2.276284145696903E-019 
          62         100  -3.271220930586385E-004 2.379466682281334E-019 
          62         101  -1.167393674895382E-004 -4.990594879891136E-021 
          62         102  -2.095352547976429E-004 1.121846863842411E-018 
          62         103  -3.974709917142994E-004 -6.528244608185438E-020 
          62         104  -4.260784455822110E-004 7.701100437348556E-020 
          62         105  -1.611369756557704E-004 -6.629964445860254E-020 
          62         106  -1.074285448238856E-004 -1.425856348558296E-020 
          62         107  -8.195257552331307E-005 2.059726871194786E-020 
          62         108  -2.347583772027043E-004 -2.999337619705192E-021 
          63          37  -3.006362968484444E-003 -8.962050894887057E-020 
          63          38  -4.940823384326325E-004 3.830334799770097E-019 
          63          39  -2.386612831665289E-003 3.178343267439567E-019 
          63          40  -7.008582387867098E-004 4.983185138429049E-019 
          63          41  -3.270239814698313E-003 -9.065711362725943E-020 
          63          42  -2.697350180618013E-004 1.522045894440378E-019 
          63          43  -8.420231700590091E-004 -2.510343708398234E-019 
          63          44  -3.864320779707379E-004 1.682262422101651E-019 
          63          45  -1.541401271065257E-004 -2.472931852803234E-019 
          63          46  -6.775007042659767E-004 3.623624039862659E-019 
          63          47  -1.531333969896456E-003 1.996880814019769E-019 
          63          48  1.342211246544866E-004 4.686630611496317E-019 
          63          49  -3.621578006539121E-003 2.326324646963718E-019 
          63          50  -1.291327384343896E-003 3.081521850877170E-019 
          63          51  -2.285749129648820E-003 -5.942588229972484E-019 
          63          52  2.294005328189407E-003 -2.874015010428229E-019 
          63          53  -1.656139320115079E-003 1.694021939726233E-019 
          63          54  -2.343206338769734E-003 4.728404352480685E-019 
          63          55  -1.022114119162819E-003 -4.477058540725932E-019 
          63          56  1.815262712472215E-003 -1.562522880715670E-018 
          63          57  -5.809762612797238E-002 7.141110761850666E-019 
          63          58  -6.043143827163278E-002 1.657500221571622E-017 
          63          59  2.114999459441903E-003 3.889037542934262E-019 
          63          60  -3.916985841470641E-004 -9.687483277285653E-019 
          63          61  -5.666603300605510E-004 1.149760421412984E-018 
          63          62  -6.369459347316994E-002 -1.007364788589762E-017 
          63          63  0.420591563933208 -8.336584037383255E-018 
          63          64  -6.974274135207195E-002 1.258153950457220E-019 
          63          65  -8.758154075217651E-004 -1.422105255056114E-018 
          63          66  3.871433548235362E-004 1.917660812893552E-018 
          63          67  3.068950694413048E-003 4.144892224292260E-019 
          63          68  -6.561825074966378E-002 -2.237219491476379E-019 
          63          69  -6.102115161886099E-002 3.715656712876585E-019 
          63          70  2.423760435530298E-003 2.156644836143394E-018 
          63          71  -1.060265042255450E-003 6.452386256370386E-019 
          63          72  -9.911463731171848E-004 1.213484493294737E-018 
          63          73  2.607387523589875E-006 -4.816883618659646E-020 
          63          74  1.695464176289449E-003 8.667098741042540E-019 
          63          75  9.363338801173737E-005 8.626239393977467E-020 
          63          76  -8.825629814419266E-004 7.413903495140612E-019 
          63          77  -2.219487546616961E-003 -4.088921671706953E-020 
          63          78  -8.655179404839613E-004 -9.257914631361441E-021 
          63          79  -7.351482393751157E-004 3.758826556256980E-019 
          63          80  -8.609687852448442E-004 1.352543434375615E-020 
          63          81  2.444007048328661E-004 4.190551561152344E-019 
          63          82  9.170696369129238E-005 2.270575459074595E-019 
          63          83  9.049257798785480E-005 1.561107286683906E-019 
          63          84  3.621340670070453E-005 4.985547212102875E-019 
          63          85  -1.211200804232581E-003 2.394420297976698E-019 
          63          86  1.483223145384040E-004 1.883371123103780E-019 
          63          87  -5.100764745511812E-004 -9.450128601676979E-020 
          63          88  -1.928150626087255E-004 8.099033879263848E-020 
          63          89  -3.194092743750043E-004 2.543372334780934E-020 
          63          90  1.544830675584252E-004 -1.006690388845728E-019 
          63          91  -5.087882621432621E-005 -3.730099981324845E-020 
          63          92  -1.801494994087792E-004 9.600651339211348E-020 
          63          93  4.693711848158017E-005 -1.308260829843930E-021 
          63          94  -2.200217503091057E-006 1.285142986215758E-019 
          63          95  -1.772363371869599E-004 -2.960551534957586E-019 
          63          96  1.797300457961088E-005 -1.564699967332190E-019 
          63          97  -2.308785259362647E-004 1.579992691487357E-019 
          63          98  -8.880531003290034E-005 5.059073155071332E-019 
          63          99  -5.070328396629156E-004 -1.100908711143736E-019 
          63         100  -1.208347330123389E-004 -3.558825487978031E-020 
          63         101  -2.852752014569068E-004 -3.370102920299727E-019 
          63         102  -7.072167470956069E-005 1.801773238817567E-019 
          63         103  -5.653986512117257E-005 5.479438480864183E-020 
          63         104  -4.991972278790450E-005 4.545590062150572E-020 
          63         105  -1.127511248270330E-004 3.346247787704627E-020 
          63         106  -5.657730478225171E-005 -3.102975673262168E-020 
          63         107  2.170587147434315E-005 -1.360591945342203E-020 
          63         108  3.239970747445529E-005 2.862070142071570E-021 
          64          37  -7.209373102729141E-004 2.291454636778157E-019 
          64          38  -7.639656286620071E-004 3.724409627120233E-019 
